,author,title,description,url,urlToImage,publishedAt,content,source.name,category
400,By Brendan Carlin for The Mail on Sunday,How Prince Charles once joked with The Crown creator Peter Morgan when he was presented with a CBE - Daily Mail,Mr Morgan met Prince Charles four years ago when the scriptwriter was presented with a CBE for his services to drama after being named in the Queen's New Year Honours list.,https://www.dailymail.co.uk/news/article-8997059/How-Prince-Charles-joked-Crown-creator-Peter-Morgan-presented-CBE.html,https://i.dailymail.co.uk/1s/2020/11/28/22/36214138-0-image-a-11_1606603028504.jpg,2020-11-28T22:41:00Z,"He may be unwelcome at Buckingham Palace now, but there was a time when The Crown creator and writer Peter Morgan could pop in and share a joke with the heir to the throne.
Mr Morgan met Prince Char",Daily Mail,entertainment
401,By Connie Rusk For Mailonline,Strictly: Craig Revel Horwood has playful tiff with Anton Du Beke - Daily Mail,"The judge, 55,  put Anton  in his place on Strictly Come Dancing on Saturday night, after the dancer booed him while he was giving critique",https://www.dailymail.co.uk/tvshowbiz/article-8996923/Strictly-Craig-Revel-Horwood-playful-tiff-Anton-Du-Beke.html,https://i.dailymail.co.uk/1s/2020/11/28/21/36213066-0-image-a-25_1606600425442.jpg,2020-11-28T22:13:00Z,"Craig Revel Horwood put Anton Du Beke in his place on Strictly Come Dancing on Saturday night, after the dancer booed him while he was giving critique. 
The judge was midway through giving Bill Bail",Daily Mail,entertainment
402,By Georgia Simcox For Mailonline,Lewis Capaldi wins the Best UK Award at this year's Specsavers Scottish Music Awards - Daily Mail,"The Scottish singer, 24, played an special acoustic rendition of two of his biggest tracks Before You Go and Someone You Loved, from his home.",https://www.dailymail.co.uk/tvshowbiz/article-8996749/Lewis-Capaldi-wins-Best-UK-Award-years-Specsavers-Scottish-Music-Awards.html,https://i.dailymail.co.uk/1s/2020/11/28/22/36214002-0-image-a-12_1606602630286.jpg,2020-11-28T22:11:00Z,"Lewis Capaldi has won the Best UK Award at this year's Specsavers Scottish Music Awards. 
The Scottish singer, 24, played an special acoustic rendition of two of his biggest tracks Before You Go and",Daily Mail,entertainment
403,Vicki Newman,Curtis Pritchard felt 'betrayed' when ex Maura Higgins unveiled Chris Taylor romance - Mirror Online,"Love Island star Curtis Pritchard says he felt ""betrayed"" by both ex-girlfriend Maura Higgins and friend Chris Taylor when they revealed to fans that they'd fallen in love with each other",https://www.mirror.co.uk/3am/celebrity-news/curtis-pritchard-felt-betrayed-ex-23085547,https://i2-prod.mirror.co.uk/incoming/article22498428.ece/ALTERNATES/s1200/1_Love-Island-TV-Show-Series-5-Episode-49-The-Final-Majorca-Spain-29-Jul-2019.jpg,2020-11-28T22:01:00Z,"Curtis Pritchard says he feels betrayed by his ex Maura Higgins and friend Chris Taylor getting together. 
 The best friends recently revealed they had fallen in love with each other, taking to Inst",Mirror Online,entertainment
404,By Chris Hastings for The Mail on Sunday,Pictured: Crown star Emma Corrin's first stage kiss - Daily Mail,"The Crown star Emma Corrin, inset, made her first screen kiss starring in a Cambridge University production in 2016 of Brian Friel's Philadelphia, Here I Come!",https://www.dailymail.co.uk/tvshowbiz/article-8996695/Pictured-Crown-star-Emma-Corrins-stage-kiss.html,https://i.dailymail.co.uk/1s/2020/11/28/20/36211846-0-image-a-26_1606596431472.jpg,2020-11-28T22:01:00Z,"Actress Emma Corrin has won rave reviews for her portrayal of troubled Princess Diana in The Crown.
But as our exclusive pictures show her first stage kiss reveals that she has a pedigree when it co",Daily Mail,entertainment
405,By Holly Bancroft Katie Hind For The Mail On Sunday,A look inside Victoria Beckham's larder reveals a shelf full of posh spice - Daily Mail,"She was the poshest of the Spices, so it shouldn't come as a surprise that Victoria Beckham's well-stocked larder boasts an array of the finest condiments.",https://www.dailymail.co.uk/tvshowbiz/article-8996691/A-look-inside-Victoria-Beckhams-larder-reveals-shelf-posh-spice.html,https://i.dailymail.co.uk/1s/2020/11/28/19/36209988-0-image-a-53_1606591907185.jpg,2020-11-28T21:59:00Z,"She was the poshest of the Spices, so it shouldn't come as a surprise that Victoria Beckham's well-stocked larder boasts an array of the finest condiments.
The 46-year-old star has given her 29 mill",Daily Mail,entertainment
406,By Bryony Jewell For Mailonline,I'm A Celebrity's Victoria Derbyshire reflects on her cancer diagnosis - Daily Mail,"The journalist, 52, answered  questions on how she discovered she had cancer and  her mastectomy when quizzed by Jessica Plummer in the camp bathroom.",https://www.dailymail.co.uk/tvshowbiz/celebrity/article-8996841/Im-Celebritys-Victoria-Derbyshire-reflects-cancer-diagnosis.html,https://i.dailymail.co.uk/1s/2020/11/28/21/36212516-0-image-a-108_1606598476957.jpg,2020-11-28T21:46:00Z,"Victoria Derbyshire spoke very candidly about her breast cancer diagnosis during Saturday's unseen bits episode of I'm A Celebrity... Get Me Out Of Here!.
The journalist, 52, answered questions on h",Daily Mail,entertainment
407,Lydia Wang,"So, You Finished The Queen’s Gambit? Watch These 15 Shows Next - Refinery29","If you're one of the many, many Netflix users who enjoyed the entire series in one week (or even weekend), allow us to introduce you to your next binge-watch.",https://www.refinery29.com/en-gb/shows-like-the-queens-gambit-netflix,https://www.refinery29.com/images/10192692.png?crop=40%3A21,2020-11-28T20:15:00Z,"Skip navigation!We noticed you're in Canada, would you like to see your local site? Click on the country / region above to switch.
Now ReadingWhat To Watch After ""The Queen's Gambit""
This week, Net",Refinery29,entertainment
408,By Deirdre Simonds For Dailymail.com,Tristan Thompson becomes a U.S. citizen... following his two-year deal with Boston Celtics - Daily Mail,"As the 29-year-old athlete attended his oath ceremony, he proudly  swore allegiance to the USA, where he resides with Khloé Kardashian and their two-year-old True.",https://www.dailymail.co.uk/tvshowbiz/article-8996637/Tristan-Thompson-U-S-citizen-following-two-year-deal-Boston-Celtics.html,https://i.dailymail.co.uk/1s/2020/11/28/18/36209286-0-image-a-39_1606588904159.jpg,2020-11-28T19:05:00Z,"Tristan Thompson has officially became an American citizen following his decision to join the Boston Celtics, after moving to the United States in 2009 on a student visa.
As the Toronto-born star at",Daily Mail,entertainment
409,Jess Flaherty,I'm a Celebrity confirms major change ahead of tonight's episode - Liverpool Echo,Tonight's episode of the hit ITV reality show will air with a difference,https://www.liverpoolecho.co.uk/news/tv/im-celebrity-confirms-major-change-19365351,https://i2-prod.liverpoolecho.co.uk/incoming/article19365372.ece/ALTERNATES/s1200/0_Im-a-Celebrity-Get-Me-Out-of-Here-TV-Show-Series-20-Show-12-Gwrych-Castle-Wales-UK-26.jpg,2020-11-28T18:46:00Z,"Tonight's episode of I'm a Celebrity... Get me Out of Here! will spark a big change as ITV airs a highlights episode instead.
In tonight's visit to the famous camp, a recap of unseen clips and ta",Liverpool Echo,entertainment
410,"Jane Lavender, Frances Kindon",Strictly star JJ Chalmers battles 'pain daily' and struggles with simple tasks - Mirror Online,"JJ Chalmers and his professional partner, Amy Dowden, have won an army of fans on BBC One's Strictly Come Dancing",https://www.mirror.co.uk/tv/tv-news/strictly-star-jj-chalmers-battles-23062161,https://i2-prod.mirror.co.uk/incoming/article23006427.ece/ALTERNATES/s1200/0_JS222837029.jpg,2020-11-28T18:20:00Z,"Strictly star JJ Chalmers is a firm fan favourite with his light steps on the dance floor and determination to let nothing hold him back.
The 33-year-old suffered devastating injuries while he was s",Mirror Online,entertainment
411,Dan Seddon,Coronation Street scrapped a pandemic storyline in 2019 - Digital Spy,"""Fast forward to now and it all looks horribly prescient.""",https://www.digitalspy.com/soaps/coronation-street/a34810642/coronation-street-pandemic-storyline-ruled-out-2019/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/coronation-street-1-geoff-metcalfe-daniel-osbourne-shop-1600510759.jpg?crop=1.00xw:0.890xh;0,0.0321xh&resize=1200:*",2020-11-28T18:00:00Z,"Coronation Streetvery nearly predicted the future last year, as two writers envisioned a pandemic storyline that was ultimately scrapped.
Series producer Iain MacLeod revealed this during a chat wit",digitalspy.com,entertainment
412,Emily Kent Smith,Bill Bailey's son Dax says dad is waltzing to Strictly Come Dancing glory - The Times,"Like many teenagers, Dax Bailey would sum up his father’s dancefloor moves with two words: “dad dancing”.No longer. Dax’s father is the comedian Bill Bailey, whose moves have improved vastly since",https://www.thetimes.co.uk/article/bill-baileys-son-dax-says-dad-is-waltzing-to-strictly-come-dancing-glory-n2r0zfzdt,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Fsundaytimes%2Fprod%2Fweb%2Fbin%2F6d381200-317f-11eb-be74-1a43c06ccf04.jpg?crop=2667%2C1500%2C0%2C0&resize=685,2020-11-28T18:00:00Z,"Like many teenagers, Dax Bailey would sum up his fathers dancefloor moves with two words: dad dancing.
No longer. Daxs father is the comedian Bill Bailey, whose moves have improved vastly since join",The Times,entertainment
413,Dan Seddon,"Coronation Street boss responds to fans who ""hated"" Geoff and Yasmeen story - digitalspy.com","""We stuck to our guns.""",https://www.digitalspy.com/soaps/coronation-street/a34810389/coronation-street-geoff-yasmeen-fan-backlash/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/coronation-street-geoff-yasmeen-metcalfe-court-ian-bartholomew-shelley-king-1606498119.jpg?crop=0.869xw:0.689xh;0.0664xw,0.220xh&resize=1200:*",2020-11-28T17:16:00Z,"Coronation Street's groundbreaking coercive control storyline for Geoff and Yasmeen Metcalfe hasn't been a hit with every fan of the soap.
According to ITV's managing director of continuing drama Jo",digitalspy.com,entertainment
414,Tamara Davison,Love Island's Molly-Mae Hague leaves dentist as quest for natural beauty continues - Mirror Online,Love Island star Molly-Mae Hague was spotted leaving the dentist clinic in Manchester on Friday. The blonde bombshell recently revealed that she was ditching her lip fillers and going for a more natural look,https://www.mirror.co.uk/3am/celebrity-news/love-islands-molly-mae-hague-23084228,https://i2-prod.mirror.co.uk/incoming/article23084392.ece/ALTERNATES/s1200/0_PAY-Molly-Mae-Hague-at-Ruh-Dental-in-Manchester.jpg,2020-11-28T16:44:00Z,"Molly-Mae Hague was spotted leaving the dentist on Friday as she continued on her quest for more natural beauty. 
 The 21-year-old former Love Island star looked sensational as she wrapped up in an ",Mirror Online,entertainment
415,By Deirdre Simonds For Dailymail.com,Gigi Hadid cradles and kisses her newborn daughter as she enjoys her first Thanksgiving as a mother - Daily Mail,"In an intimate new snap taken by the supermodel's mother Yolanda Hadid, the star can be seen sitting down and tenderly giving  her two-month-old a kiss on the cheek.",https://www.dailymail.co.uk/tvshowbiz/article-8996379/Gigi-Hadid-cradles-kisses-newborn-daughter-enjoys-Thanksgiving-mother.html,https://i.dailymail.co.uk/1s/2020/11/28/16/36206880-0-image-a-6_1606581433759.jpg,2020-11-28T16:41:00Z,"Gigi Hadid looked happier than ever with her infant daughter, as she celebrated her first Thanksgiving as a mom with her love Zayn Malik and some immediate family. 
In an intimate new snap taken by ",Daily Mail,entertainment
416,James Rodger,Hollie Arnold's family defend her after I'm A Celebrity fans spot constant habit - Birmingham Live,"Ant and Dec later chatted to Hollie and discussed her time in camp, with the campmate revealing she wanted Jordan North to win the show",https://www.birminghammail.co.uk/news/showbiz-tv/hollie-arnolds-family-defend-after-19364713,https://i2-prod.walesonline.co.uk/news/uk-news/article19362298.ece/ALTERNATES/s1200/0_JS223919907.jpg,2020-11-28T16:11:00Z,"I'm a Celeb star Hollie Arnold's brother has responded to ITV1 viewers over their ribbing of the contestant's constant reminding of her MBE status. 
The Paralympic athlete became the first axed from",Birmingham Live,entertainment
417,Katie Fitzpatrick,Corrie's Jane Danson clashes with 'disrespectful' Vicky Entwistle over storyline - Manchester Evening News,Vicky played Jane's on-screen stepmum Janice Battersby on Coronation Street,https://www.manchestereveningnews.co.uk/news/showbiz-news/corries-jane-danson-clashes-disrespectful-19364170,https://i2-prod.manchestereveningnews.co.uk/incoming/article19364218.ece/ALTERNATES/s1200/1_CORONATION-STREET.jpg,2020-11-28T15:45:00Z,"Former Coronation Street star Vicky Entwistle has apologised for a 'childish and hurtful tweet' about the soap's Oliver Battersby storyline.
Vicky clashed with Jane Danson, who plays Leanne Battersb",Manchester Evening News,entertainment
418,Ellie Harrison,Hillbilly Elegy: Amy Adams responds to bad reviews of ‘sickeningly irresponsible’ film - The Independent,Actor said themes of movie ‘transcend politics’,https://www.independent.co.uk/arts-entertainment/films/news/amy-adams-hillbilly-elegy-bad-reviews-b1762696.html,https://static.independent.co.uk/2020/11/27/10/HE_20190805_0011_R2.jpg,2020-11-28T15:27:00Z,"Amy Adams has responded to the negative reviews of her new filmHillbilly Elegy, saying that the themes of the movie transcend politics.
Hillbilly Elegy a drama about the white, working-class Appalac",Independent,entertainment
419,Joe Anderton,Amazon's pandemic thriller Utopia fate confirmed after season 1 - digitalspy.com,Are John Cusack and co coming back for more?,https://www.digitalspy.com/tv/ustv/a34809984/amazon-utopia-pandemic-thriller-cancelled/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/amazon-prime-utopia-season-one-3-1601592571.png?crop=1.00xw:0.765xh;0,0&resize=1200:*",2020-11-28T15:15:00Z,"Utopia, the Amazon remake of a 2013 Channel 4 drama, ended its first season on a big collection of cliffhangers, regarding Mr Rabbit, Jessica's father, and the fate of humanity itself of course.
Sho",digitalspy.com,entertainment
420,https://www.facebook.com/bbcnews,Will Smith: Fresh Prince stars' Facebook posts stun '90s group - BBC News,"A '90s social media group got ""flipped-turned upside down"" when the Fresh Prince of Bel-Air posted.",https://www.bbc.com/news/uk-wales-55017253,https://ichef.bbci.co.uk/news/1024/branded_news/10235/production/_115610166_freshprince.png,2020-11-28T14:15:00Z,"By Peter ShuttleworthBBC Wales News
image captionWill Smith and Fresh Prince co-stars DJ Jazzy Jeff and Hilary Banks stunned a Facebook group
A Facebook group dedicated to the 1990s got ""flipped-tu",BBC News,entertainment
421,Susannah Alexander,Baby Yoda animatronic figures currently cheaper on pre-order - digitalspy.com,This is the way (to savings).,https://www.digitalspy.com/tv/ustv/a34809548/the-mandalorian-baby-yoda-animatronic-figure-black-friday/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/the-mandalorian-star-wars-season-2-1600180497.jpeg?crop=0.728xw:0.871xh;0.272xw,0.129xh&resize=1200:*",2020-11-28T12:32:00Z,"The Mandalorian fans will soon be able to welcome their own realistic Baby Yoda – officially known as The Child – into their own home in the form of an incredible animatronic figure, and thanks to Bl",digitalspy.com,entertainment
422,Isobel Lewis,"In praise of Claudia Winkleman, the woman who taught Strictly to laugh at itself - The Independent","When Bruce Forsyth left ‘Strictly’ in 2014, many questioned how the show would go on. But as Tess Daly’s new co-host, Claudia Winkleman brought with her a self-aware sarcasm that allowed the show to become cool for the first time, writes Isobel Lewis",https://www.independent.co.uk/arts-entertainment/tv/features/strictly-claudia-winkleman-tess-daly-b1762855.html,https://static.independent.co.uk/2020/11/27/14/newFile-9.jpg,2020-11-28T12:06:00Z,"Few presenters make a statement quite like Claudia Winkleman, with her smudged black eyeliner, dangerously long fringe and perma-tanned complexion. Since taking over as co-host of Strictly Come Danci",Independent,entertainment
423,Emma Kelly,"Dougie James dead: Ryan, Scott and Adam Thomas's soul star dad dies - Metro.co.uk",The singer appeared on Mancs In Mumbai this summer.,https://metro.co.uk/2020/11/28/ryan-thomass-soul-star-father-dougie-james-dies-13669172/,https://i2.wp.com/metro.co.uk/wp-content/uploads/2020/11/Screen-Shot-2020-11-28-at-11.26.14-31a7_1606564429.png?w=1200&h=630&crop=1&quality=90&strip=all&zoom=1&ssl=1,2020-11-28T11:44:00Z,"Soul star Dougie James, the father of Ryan, Scott and Adam Thomas, has died aged 72.
The singers death was reported by BBC Manchester, with reporter Mike Shaft remembering his time as the lead singe",Metro.co.uk,entertainment
424,"Paige Holland, Sophie Blackman",I'm A Celeb Hollie Arnold's brother defends her as Ant McPartlin mocks MBE habit - Mirror Online,"I'm A Celebrity... Get Me Out of Here! star Hollie Arnold's family appeared on Good Morning Britain on ITV to talk about her journey so far, before host Richard Arnold spoke about her MBE",https://www.mirror.co.uk/tv/tv-news/im-celeb-hollie-arnolds-brother-23083118,https://i2-prod.mirror.co.uk/incoming/article23083154.ece/ALTERNATES/s1200/0_Im-a-Celebrity-Get-Me-Out-of-Here-TV-Show-Series-20-Show-12-Gwrych-Castle-Wales-UK-26.jpg,2020-11-28T11:21:00Z,"Hollie Arnold MBE's brother and mum have been forced to defend her MBE title following fans' criticism.
The British Paralympian, who competes in the F46 javelin category, has been called out by I'm ",Mirror Online,entertainment
425,,Hugh Grant explains why he quit acting for seven years: “Hollywood gave me up” - NME,"Hugh Grant has addressed his acting career break, saying that 'Did You Hear About The Morgans?' (2009) caused him to take an extended hiatus.",https://www.nme.com/news/film/hugh-grant-on-why-he-quit-acting-for-seven-years-hollywood-gave-me-up-2827196,https://www.nme.com/wp-content/uploads/2020/11/hguhgrant-2000x1270-1.jpg,2020-11-28T10:38:00Z,"Hugh Grant has addressed the seven-year hiatus he took from acting, revealing that his 2009 flop Did You Hear About The Morgans? caused him to take an extended break.
The actor, who is currently sta",NME,entertainment
426,Abigail Malbon,Great British Bake Off finalist Dave proposed to his girlfriend on Extra Slice - cosmopolitan.com,What a week!,https://www.cosmopolitan.com/uk/entertainment/a34809212/gbbo-dave-proposal-girlfriend-extra-slice/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/dave-proposal-extra-slice-1606555543.png?crop=1.00xw:0.844xh;0,0.0995xh&resize=1200:*",2020-11-28T09:58:00Z,"As if this week wasn't huge enough for Great British Bake Off star Dave Friday, the finalist on the show just proposed to his girlfriend - on spin-off programme, Extra Slice, no less. 
Dave, who nar",Cosmopolitan.com,entertainment
